Event Url,Event Name,Start Date,End Date,Location,Description,Event Type,Venue Name,Registration URL,Full Description
https://www.crunchbase.com/event/womenhack-dubai-employer-ticket-oct-24-2019,"WomenHack - Dubai Employer Ticket - Oct 24, 2019",24-Oct-19,24-Oct-19,Dubai,"WomenHack is a community that empowers women in tech through events, jobs, and reviews.","Meetup, Networking, Other",TBD (Host This Event),https://www.eventbrite.com/e/womenhack-dubai-employer-ticket-oct-24-2019-tickets-60047869795,"WomenHack is a community that empowers women in tech through events, jobs, and reviews. We aim to create a more inclusive and diverse workplace for all. Our diversity recruiting events target some of the most talented women in tech which include software developers, designers, and product talent.
Our events are kicked off with diversity talks, followed by 5-minute rapid interviews to keep things engaging and fun. It will be a casual evening that allows for maximum face-to-face exposure and interaction with everyone in the room. Get to know who you are talking to by going through the list of candidates who have signed up for the event a day before.

We invite you to join us in working towards the vision of equalizing the playing field in the tech industry while building mutually benefitting from an inclusive team.

WHY ATTEND?

� Showcase your company�s support and commitment to diversity and inclusion
� Get the word out about your brand, technologies, and projects to the widest pool of candidates
� Build strong and diverse teams without sacrificing quality and start the hiring relationship early
� Get in front of handpicked female technical talents and hire women who are amazing at their jobs

WHAT YOU NEED TO KNOW ABOUT WOMENHACK EVENTS:

How do you ensure quality?
Our events are invite-only for candidates, so that ensures that almost everyone has a solid work history or background. Technical talents such as developers, designers, and PMs are invited according to their expertise.

What should I bring?
You�d want to share more about your technologies and projects with potential candidates, so bringing your laptop would be a good idea. We also recommend bringing banners, marketing materials, and swag for this event. A printout of the list of candidates attending this event might also be useful for recruitment purposes.

I�m not a woman, can I attend?
Of course! Our event promotes gender equality and inclusiveness in the workplace and supporters of this are always welcome.

Can I bring multiple people?
Absolutely, but you will need to buy an additional ticket for each person attending. We highly recommend having multiple people present to be able to work the room.

Do you collect a recruiting fee?
We don�t ever take a fee outside of the ticket price.

Can I hold a private event for my company only?
We have worked with multiple industry players to reach their diversity hiring goals internally. Email marina@womenhack.com for more information regarding private events.
WomenHack is a community that empowers women in tech through events, jobs, and reviews that aims to create a more inclusive and diverse workplace for all. Our diversity recruiting events target some of the most talented women in tech from respective local communities. We believe more diverse talent strengthens teams and creates companies that are capable of outperforming."
https://www.crunchbase.com/event/5th-international-oncology-conference-20171012,5th International Oncology Conference,12-Oct-17,13-Oct-17,Abu Dhabi,The theme of the conference is Navigating cancer care by early detection and prevention and it will highlight the importance of screening,Conference,Jumeirah at Etihad Towers,https://go.evvnt.com/125934-0,"Cancer as a disease is on the top of the health agenda of all the countries and Collective efforts, collaborations and joint forces worldwide are leading to huge developments in the areas of initial diagnosis and prevention.

Despite global advancements, we continue to face the challenges of chronic diseases such as cancer, which according to the World Health Organization, is one of the leading causes of morbidity and mortality worldwide. In 2012, approximately 14 million new cases and 8.2 million cancer related deaths were recorded globally. This reinforces the magnitude of the problem and calls for health care institutions to focus on research, multidisciplinary treatment of the disease and a need for sustained community outreach to raise awareness about the need for regular screening and leading a healthy lifestyle.

Following the resounding success of the 4th edition of the International Oncology Conference 2016, this year�s event offers a superb opportunity for medical, surgical oncologists, pathologists, radiologists, radiation therapists and other healthcare professionals in the Gulf and the Middle East region to attend expert updates and to share best practices and experiences to discuss the latest evidence and developments in the management and treatment of various cancer diseases including breast, colon, lung, gynecological, urological and pediatric cancers.

The program will emphasize on the theme �Navigating cancer care by early detection and prevention� to highlight the importance of screening, early diagnosis and prevention of cancer leading to successful treatment outcomes. The conference will also scope issues and challenges in this critical field in order to raise awareness and consider ways towards better care for cancer patients."
https://www.crunchbase.com/event/sibos-6b57,Sibos,16-Sep-13,19-Sep-13,Dubai,Conference,Conference,Dubai World Trade Centre,https://www.sibos.com/,�
https://www.crunchbase.com/event/accounting-finance-show-middle-east,Accounting & Finance Show Middle East,7-Nov-18,8-Nov-18,Dubai,"The Accounting & Finance Show Middle East is a major, free, multi-stream conference & expo on the digital innovation",Conference,Le M�ridien Dubai Hotel and Conference Centre,https://go.evvnt.com/232989-2?pid=5396,"The Accounting & Finance Show brings together the technology, the people and the experts that will keep you ahead of the exciting changes that are sweeping your profession. Whether you are an accountant or bookkeeper in private practice or a finance manager in a small business, this is the event for you. Where else do you have access to hundreds of new solutions on one giant show floor and a free conference programme that addresses the key skill development needs for your digital future?


URL:

Brochure: https://go.evvnt.com/232989-3?pid=5396


Time: 9:00 am to 6:00 pm"
https://www.crunchbase.com/event/startup-weekend-cb4a,Startup Weekend,28-Nov-13,30-Nov-13,Dubai,Pitch event,Networking,Al Serkal Avenue,http://communities.techstars.com/united-arab-emirates/dubai/startup-weekend/,�
https://www.crunchbase.com/event/future-cities-show-dubai,Future Cities Show Dubai,8-Apr-18,10-Apr-18,Dubai,"The show will highlight the latest and the most innovative technologies, which are set to change the Future",Expo,Dubai World Trade Center,http://www.futurecitiesshow.com/index.html#,"The second edition of the Future Cities Show is set to take place from the 9th to the 11th of April 2018 in Dubai, United Arab Emirates. The show will highlight the latest and the most innovative technologies, which are set to change the Future

This show is based on the 17 Sustainable Development Goals, which were set by the United Nations and was adopted by 193 countries in September 2015. The show also incorporates the 10X Dubai directives, which were set by His Highness Sheikh Mohammed bin Rashid Al Maktoum, UAE Vice President, Prime Minister and Ruler of Dubai. This is a radical program that seeks to establish �X Labs� in every government entity and position Dubai 10 years ahead of the rest of the world.

The Future Cities Show is going to be a great platform for local and international institutions from various industries to showcase their latest technologies which are going to redefine the way we live. The show will focus on three pillars which are Sustainability, Innovation, and Happiness.

FCS 2018 aims to bring together environmentalists, sustainability leaders, innovators, solution providers, healthcare practitioners, security vendors, energy consultants, manufacturers, bankers, builders, urban developers, architectures, investors, mayors, mobility players and students under one roof to interact, discuss and showcase solutions for a smart sustainable future."
https://www.crunchbase.com/event/turn8-spring-2015-demo-day-2015613,Turn8 Spring 2015 Demo Day,13-Jun-15,13-Jun-15,Dubai,Turn8 Spring 2015 Demo Day,Demo Day,Headquarters,http://turn8.co/demo-day,�
https://www.crunchbase.com/event/book-a-barrel-sunsets-199-aed-from-2pm-to-6pm-every-saturday,Book A Barrel Sunsets @ 199 aed from 2pm to 6pm every Saturday,7-Apr-18,7-Apr-18,Dubai,Book a Barrel Sunsets @ L!QD in Barsha Heights gives you 4 hours inclusive of Tapas and free-flowing beverages for only 199aed per person,Conference,L!QD,http://go.evvnt.com/217207-0?pid=5396,"Book a Barrel Sunsets @ L!QD Tapas Bar in Barsha Heights every Saturday from 2pm to 6pm inclusive of Tapas and free-flowing beverages. Come and unwind on our deck to DJ Deyn's tunes while sipping on Sangria or testing your Porron drinking skills.

Free Pool Access

199aed per person

Complete with its own pool � L!QD keeps you wet while drenching your mouth with summer flavors. Think luxe-bohemian, and feel poolside Spanish vibes served up with a kick-ass tapas menu.

URL:

Facebook: https://go.evvnt.com/217207-2?pid=5396

Time: 2:00 pm to 6:00 pm

Price:

Book a Barrel Sunsets: AED 199.0"
https://www.crunchbase.com/event/step-conference-2016,STEP Conference 2016,4-Apr-16,5-Apr-16,Dubai,Largest tech experiential festival in the Middle East,Conference,Dubai International Marine Club,https://www.stepconference.com/,�
https://www.crunchbase.com/event/20th-international-conference-on-advanced-materials-science-and-nanotechnology,20th International Conference on Advanced Materials Science and Nanotechnology,27-Aug-18,29-Aug-18,Dubai,"Advanced Materials Congress 2018, Dubai, UAE",Conference,"JW Marriot Hotel, Dubai",https://materialscience-nano.conferenceseries.com/registration.php,"Conference Series Ltd is proud to announce the 20th International Conference on Advanced Materials Science and Nanotechnology, which is to be held during August 27-29, 2018 at Dubai, UAE.

On this great gathering, Organizing Committee invites participants from all over the globe to take part in this annual conference with the theme �Unveiling the current Frontier�s in Field of Advanced Materials and Nanotechnology �. Advanced Materials Congress 2018 aims at sharing new ideas and new technologies amongst the professionals, industrialists and students from research areas of Advanced Materials and Nanotechnology to share their recent innovations and applications and indulge in interactive discussions and technical sessions at the event. The Conference will also have a space for companies and/or institutions to present their services, products, innovations and research results.

Advanced Materials Congress 2018 and Nanotechnology involves the tracks like Advanced Materials and Functional Devices, Engineering Materials, Composite Materials, Magnetism & Multiferroism, Optical materials and plasmonics, Energy and Harvesting Materials, Nanotechnology-Basics to applications, Nanopore science, Nanomedicine, Bio Nanotechnologies, Carbon nanostructures and graphene, Spintronics, Nanoparticle synthesis and applications."
https://www.crunchbase.com/event/flat6labs-abu-dhabi-spring-2015-demo-day-201563,Flat6Labs Abu Dhabi Spring 2015 Demo Day,3-Jun-15,3-Jun-15,Abu Dhabi,"Seven digital companies pitch their concepts, traction, and vision to potential investors and business leaders in attendance.",Demo Day,Park Rotana Hotel,http://www.flat6labs.com/location/abudhabi/,�
https://www.crunchbase.com/event/medlab-me,Medlab ME,5-Feb-18,8-Feb-18,Dubai,MEDLAB is an event for every specialism within the laboratory management and diagnostics spectrum.,"Conference, Expo",Dubai World Trade Centre - Dubai,https://www.medlabme.com/en/home.html?utm_source=event%20listing&utm_medium=cpc&utm_campaign=AEL18DML-II-event%20listing-visprom&utm_term=visprom&utm_content=crunchbase,"MEDLAB is the flagship exhibition and congress of the MEDLAB Series portfolio, a collection of leading laboratory and diagnostics exhibitions and conferences worldwide, spanning across the Middle East, Asia, East/West Africa, Europe and the US."
https://www.crunchbase.com/event/3rd-annual-mena-women-s-health-congress-2017618,3rd Annual MENA Women's Health Congress,16-Jun-17,18-Jun-17,Dubai,The 3-day congress shall gather the leading regional and global experts in the obs-gyn field.,Conference,Dusit Thani Dubai,https://www.cvent.com/events/mena-women-s-health-congress-2017/registration-dd39ce57715f491590bbe2bf54e69ed7.aspx?fqp=true,"3rd Annual MENA Women's Health Congress is a leading platform in the GCC. The congress will be held from 16-18 November in Dubai, UAE.
The programme is designed to cover the latest contemporary advancements in the field of women's health and updates on the latest guidelines and treatments in Obstetrics and Gynaecology specialisation.
The congress will feature interactive case-studies, platform presentations, educational workshops, networking sessions, ""meet-the-expert"" sessions and more, to provide a comprehensive review of current issues and recent advances in selected areas such as obstetrics, gynaecology, reproductive health, osteoporosis in menopause, aesthetic gynaecology as well as covering the future of women's health management in the region.
The 3-day congress shall gather the leading regional and global experts in the obs-gyn field.

URLs:
Facebook: https://go.evvnt.com/121975-1
Twitter: https://go.evvnt.com/121975-2"
https://www.crunchbase.com/event/ar-vr-in-marketing-and-e-commerce,IDRF'19 Dubai,30-Jul-19,30-Jul-19,Dubai,AR & VR in marketing and e-commerce,"Demo Day, Meetup",The Courtyard Dubai,https://www.idrf.online/idrf-dubai-30-july#july-form,"We will take a closer look at the technology behind AR & VR,  their practical applications in online retail, digital marketing, and offline marketing activations. This event will be equally beneficial to agencies, brands and retailers keen on staying ahead of the curve with the digital transformation of their businesses and unlocking the opportunities that lie within deploying latest technologies."
https://www.crunchbase.com/event/gisec-2016,GISEC 2016,29-Mar-16,31-Mar-16,Dubai,The Gulf Information Security Expo and Conference (GISEC) is the Middle East's largest cybersecurity conference.,Conference,Dubai World Trade Centre,https://www.gisec.ae/,"GISEC is not just one of the most impactful cybersecurity shows in the region, but it is also the largest, overshadowing other events in terms of aspiration, diversity and scope. In its 7th edition, GISEC welcomed over 7,000 cyber-specific visitors, and is co-located with IoTX and Future Blockchain Summit, which collectively deliver over 12,000 visitors.

The agenda is directed by a powerful Advisory Board of senior end-users from Dubai Electronic Security Centre, Dubai Police and Smart Dubai. Tackling global cyber-security issues, it attracts a captive audience of decision makers from over 200 government departments and leading enterprises in the Middle East."
https://www.crunchbase.com/event/world-retail-congress-2017,World Retail Congress 2017,4-Apr-17,6-Apr-17,Dubai,Annual congress for business leaders in retail,Conference,Madinat Jumeirah,https://www.worldretailcongress.com/payment/select-your-ticket,�
https://www.crunchbase.com/event/difc-fintech-hive-investor-day-2019,DIFC FinTech Hive Investor Day - 2019,27-Nov-19,27-Nov-19,Jumeira,DIFC FinTech Hive Investor Day is an event for startup pitches and offers one-on-one demos and networking with the fintech community.,"Conference, Demo Day, Networking",W the Palm,https://app.eventxtra.com/registrations/0a50e052-29cb-4eed-a1d9-ab25993d0895,"DIFC FinTech Hive Investor Day is an event for startup pitches and offers one-on-one demos, insights from industry leaders, and networking with the fintech community."
https://www.crunchbase.com/event/shiptech-middle-east-014b,ShipTech Middle East,27-Nov-18,28-Nov-18,Dubai,FUTURE-PROOF YOUR BUSINESS. HARNESS INNOVATION. STAY AHEAD OF THE CURVE.,Conference,TBA,http://go.evvnt.com/200768-0?pid=5396,"Launched in 2008, ShipTech Middle East has built a strong reputation as the leading annual meeting point for the maritime community. Bringing together leading ship-owners, operators, charterers and ship technology providers, the event provides essential insight into how advances in ship technology are meeting the challenges of achieving operational efficiency and sustainability for ship operations.

URL:

Inquiries : https://go.evvnt.com/200768-1?pid=5396

Price:

TBA: USD 0

Time: 8:30 am to 5:30 pm."
https://www.crunchbase.com/event/icsc-recon,RECon MENA,28-Oct-18,30-Oct-18,Dubai,RECon Middle East & North Africa 2018��will bring together shopping centre industry professionals all under one roof for three days.,Conference,"Ritz Carlton, DIFC, DUBAI",https://reconmena.com/,"Organized by the  Middle East Council of Shopping Centres (MECSC), RECon Middle East & North Africa 2018  will bring together shopping centre industry professionals, retailers, management and consulting companies, architects and design companies, entertainment and leisure companies, product and service providers to the industry, all under one roof for three days of networking, deal making and exploring new business opportunities."
https://www.crunchbase.com/event/effective-government-relations-for-oil-gas-industry,Effective Government Relations for Oil & Gas Industry,24-Apr-18,26-Apr-18,Dubai,This course will provide participants with a thorough understanding of the government relations function within the oil and gas sector.,Class,M�venpick Hotel Jumeirah Beach,https://go.evvnt.com/174877-0,"This course will provide participants with a thorough understanding of the government relations function within the oil and gas sector.

Participants will gain an understanding of the business value that a strategic approach to government relations can deliver at all stages of the oil and gas investment cycle: exploration and production, transportation, trading, processing and distribution. The course will provide insight into the role government relations plays in winning new business, building and reinforcing a strong reputation, supporting operations, managing change and resolving disputes. The course will be based on interactive exercises and case studies drawn from a wide range of countries and situations.

Time: 9:00 am - 5:00 pm.

Category: Classes / Courses | Professional Training | Classes, Courses & Workshops.

Prices: Course fee: GBP 2750."
https://www.crunchbase.com/event/retail-revolution-congress-20171211,Retail Revolution Congress,11-Dec-17,13-Dec-17,Dubai,"Retail Revolution Congress brings strategic and visionary leaders across the retail industry including ecommerce, government.",Conference,The Address Dubai Marina,https://go.evvnt.com/163485-1,"Retail�s changed and so has your customer. Has your business changed?
Technology is redefining consumer behaviour and traditional retail opening doors to an omni-channel shopping opportunities.

Retail Revolution Congress brings strategic and visionary leaders across the retail industry including ecommerce, government, customer behaviour and insights, payment systems and logistics to help the industry be on top of with latest trends and innovations.

LEARNING
Learn about the latest innovations within retail, ecommerce, payment and customer behaviour

COMMUNITY
Be part of a visionary community which shapes the future of retail and ecommerce within the Middle East and positions the region as a leader in retail innovation

NETWORKING
Meet and network with some of the most respected brands and service providers

Brochure: https://go.evvnt.com/163485-2"
https://www.crunchbase.com/event/spe-workshop-cementing-solutions-that-improve-well-value,SPE Workshop: Cementing Solutions That Improve Well Value,27-Mar-18,28-Mar-18,Abu Dhabi,This workshop aims to understand what we currently do to address a wide array of cementing challenges and how we deal with them.,Conference,Jumeirah at Etihad Towers,http://go.evvnt.com/200183-1?pid=5396,"This workshop aims to understand what we currently do to address a wide array of cementing challenges and how we deal with them. It will then progress into a critical analysis of the efficiency with which we truly participate to solving the main issues of the oil and gas community, which increase well life while maintaining the low costs, manage risk in dynamic subsurface conditions while improving economics, and lower environmental risks.


This workshop will initially provide a detailed outline of what the industry's cementing challenges are and how the industry is currently addressing them. The workshop will then transition into a critical analysis of today's solutions in terms of their technical and economic efficiency and how low-price solutions can substantially impact a well or project's environmental and economic performance.


The main topics will address various areas related to cementing operations, short-term and long-term zonal isolation, and the management of data, talent and innovation. Some examples of questions that will be tackled are: How can we improve the cement job design and execution? How can we cement under losses? How unconventional or extended reach wells impact the cementing process? How can we efficiently verify the sealing efficiency of cement barriers? Additionally, a break-out group discussion will be organised on a topic that will be decided by the attendees of the workshop.


Agenda topics include:

- Cement Job Design Process

- Execution

- Loss of Circulation

- Unconventional and ERD

- Barrier Verification

- Innovation


Prices:

SPE Members, before 28 February 2018: USD 945,

Nonmembers, before 28 February 2018: USD 1155,

SPE Members, after 28 February 2018: USD 1155,

Nonmembers, after 28 February 2018: USD 1365.


Time: 7:00 am to 6:00 pm"
https://www.crunchbase.com/event/gri--g4--certified-training-on-reporting-2014129,GRI (G4) Certified Training on Reporting,9-Dec-14,10-Dec-14,Dubai,Gain insight on the conceptual introduction and preparation of the GRI G4 reporting process that convers all the aspects of GRI reporting.,Conference,TBA,http://www.amiando.com/GCBPRTH.html,�
https://www.crunchbase.com/event/tailgate-brunch-in-barsha-heights-every-friday-at-2pm-for-only-229aed-c49f,Tailgate Brunch in Barsha Heights every friday At 2pm for only 229aed,1-Jun-18,1-Jun-18,Dubai,Tailgate Brunch At Local Social Kitchen And Bar in Barsha Heights. Every Friday from 2pm to 5pm with Live Cooking stations,Conference,TRYP by Wyndham Dubai,http://go.evvnt.com/231949-0?pid=5396,"Tailgate Down, Music Up, That's the way we like to cook!

Bring a big appetite and get ready to chow down from 10 live cooking stalls including BBQ, Pie And Chip Shop And a Candy Shop with Soft Serve to mention a few. We all got the Friday thirst going after a long week so lets sort you out with 12 walk up beverage stalls too.

229aed per person for House Beverages

Children are welcome

URL:

Facebook: https://go.evvnt.com/231949-2?pid=5396

Price:

Tailgate Brunch: AED 229.0

Time: 2:00 pm to 5:00 pm"
https://www.crunchbase.com/event/dataccioconnect-dubai,DataccioConnect Dubai,21-Nov-18,21-Nov-18,Dubai,"At DataccioConnect, we are bridging the gap between the past and the future in the maritime industry.",Conference,Taj Hotel,http://www.dataccioconnect.com/,"#DataccioConnect is a one-of-a-kind technology event targeted at key players across the entire maritime ecosystem. We intend to familiarise decision makers with the technological advancements taking place across the sector and make the transition to digitalisation comprehensive and smooth. At #DataccioConnect, we are bridging the gap between the past and the future in the maritime industry. It is our endeavour to show the community the benefits of digitalisation and the steps needed to make for a seamless transition.

Through #DataccioConnect, we bring together traditionalists and technology enthusiasts to encourage a discussion on technology trends - Big Data, AI, IoT, Blockchain, etc. - that are making their presence felt in the maritime sphere - now more than ever! We showcase how this technology is being implemented, what are the felt benefits and how embarking on this digitalisation journey could be beneficial to your enterprise."
https://www.crunchbase.com/event/global-smart-energy-summit,Global Smart Energy Summit,6-Mar-18,8-Mar-18,Dubai,"Global Smart Energy Summit will unite the region�s government energy leaders, regulators, utility companies, contractors",Conference,Dubai World Trade Centre,https://go.evvnt.com/163495-1,"A truly global event, the Global Smart Energy Summit will unite the region�s government energy leaders, regulators, utility companies, contractors, consultants and energy end-users for three days of dialogue, thought leadership and networking with Smart energy pioneers from around the world.

This year�s Global Smart Energy Summit will welcome over 700 Summit attendees interested in hearing the latest regional and international trends with case studies covering:
- Reforms, Policy & Incentives
- Energy Technologies Driving Innovation
- Demand Response Advances
- Smart Cities & Urban Infrastructure
- Data & Digital Transformation
- Developments In Smart Grids
- Utility Scale Solar & Other Renewable Energies
- MENA Power Project Opportunities
- The Future Of Energy Storage

Brochure: https://go.evvnt.com/163495-2

Price:
Conference Pass: USD 2998

Time: 8:30 am - 5:30 pm"
https://www.crunchbase.com/event/big-data-discovery-2018,Big Data Discovery 2018,6-Aug-18,7-Aug-18,Abu Dhabi,"6th International Conference on Big Data, Knowledge Discovery and Data Mining",Conference,"Kemp House, 152 City Road London EC1V 2NX United Kingdom",https://bigdata.conferenceseries.com/registration.php,"With great pleasure we announce the 6th International Conference on Big Data, Knowledge Discovery and Data Mining Conference August 06-07, 2018 at Abu Dhabi, UAE. Conferences mainly focus on International Big Data communities to take a fresh look at the key topics and challenges that our field faces. The theme of this Conference is �Novel Technologies: Learning, Modelling and Interface with Data�, which means just not to explore the recent advancement rather it could be expanded to all possible ways which will be helpful in more and more advance research in this emerging field."
https://www.crunchbase.com/event/startupbootcamp-smart-city-dubai-e12d,Startupbootcamp Smart City Dubai- Demo Day 2018,28-Feb-18,28-Feb-18,Dubai,Startupbootcamp Smart City Dubai is the leading program supporting innovative companies.,Demo Day,Startupbootcamp,https://www.startupbootcamp.org/accelerator/smart-city-dubai/,"Startupbootcamp Smart City Dubai is the leading program supporting innovative companies in the IoT & Connectivity, Urban Automation & Mobility, Artificial Intelligence, Blockchain, Open City Data, Sustainable Cities & Living, Smart Government, and Smart Retail industry.

Our intensive 3+3 month program provides 10 selected Smart City companies with hands-on mentorship from over 100 industry experts, office space in Dubai, seed funding, and access to a global network of investors and corporate partners from across the Smart City industry.

Dubai Silicon Oasis Authority in collaboration with du, Dubai Chamber, Smart Dubai, Visa, Orange Business Services, and RIT New York have joined to fund the Dubai Smart City Consortium. These key partners provide expertise, exposure channels, APIs and unparalleled access to their deep Smart City network of industry professionals from around the world."
https://www.crunchbase.com/event/international-conference-on-pharmacology-and-toxicology,Middle East Heart Congress 2019,18-Mar-19,20-Mar-19,Dubai,Our programme aims to bridge the gap between basic and translational science,"Conference, Expo, Seminar","Radisson Blu Hotel, Dubai Deira Creek,",https://heart.cardiologymeeting.com/registration.php,"Theme: Extending our reach to make Heart Healthy

Short Name: Heart 2019

Our Programme:
      Our programme aims to bridge the gap between basic and translational science, with an emphasis on large scale approaches and innovative technologies in the fields of Cardiology, Cardiac-oncology, Heart Regeneration, and Cardiac nursing. We foster discussion and debate of the innovations by maximizing interactions, collaborations and networking opportunities for researchers and clinicians from academic, industry and Cardiac professionals.
Conference Highlights
�	Clinical Cardiology
�	Current Research in Cardiology
�	Cardiac and Cardiovascular Research
�	Cardiologists
�	Pediatric Cardiology
�	Diabetes, Obesity and Stroke
�	Cardiac- Oncology
�	Cardiovascular Disease and Nutrition
�	Heart Disease and Failure
�	Women and Heart Disease
�	Heart Disease: Diagnosis and Testing
�	Cardiac Surgery
�	Heart Devices
�	Heart Regeneration
�	Cardiovascular Pharmacology
�	Cardiac Nursing
�	Case Reports on Cardiology
Target audience
�	Cardiologists
�	Medical Directors
�	Cardiac Surgeons
�	Cardio-thoracic Surgeons
�	Cardiac Nurses
�	Cardiology Associations and Societies
�	Business Professionals
�	Medical colleges and universities
�	Professors
�	Manufacturing Medical Devices Companies
�	Health care Professionals
�	Heart Associations and Societies
�	Integrated Health promoters
�	Fitness Professionals
�	Clinical Research Scientists
�	Cardiology and heart science Societies
�	Students
Exhibition Dates
Dates of Exhibit: March 18-20,2019
Date of Booth Set-up: March 17, 2018 Wednesday (Sunday)

Venue:
Radisson Blu Hotel, Dubai Deira Creek,
Baniyas Rd, P.O.BOX 476
Dubai- United Arab Emirates

Regards,
Talia Gilbert
Program Manager | Heart 2019
47 Churchfield Road, London, W3 6AY, UK
Email: heart@memeetings.com
Direct:+1 (702) 508-5200 Ext:8122"
https://www.crunchbase.com/event/dubai-world-insurance-congress,Dubai World Insurance Congress,27-Feb-18,28-Feb-18,Dubai,The Dubai World Insurance Congress,"Competition, Conference, Meetup, Networking",Jumeirah Beach Hotel,http://www.dubaiwic.com/dubaiwic/register/,"Where the international (re)insurance markets meet

Co-hosted by Global Reinsurance and the Dubai International Financial Centre, The Dubai World Insurance Congress (DWIC) re-imagines the traditional conference to provide more than 700 attendees with unrivalled networking, business and thought leadership opportunities, all under one roof.

DWIC has been designed with networking in mind. Located at the heart of the event, DWIC�s Networking Hub incorporates an exhibition, meeting spaces, Silent Noise Digital Presentation Stage and the Lloyd�s Cafe helping attendees connect, network and do business during the event.

DWIC�s online meeting scheduler, available to all attendees, makes arranging meetings easy.   Attendees can meet in the Networking Hub or companies requiring a private meeting area can buy a table in DWIC�s Premium Lounge.  A limited number of client suites are also available on Level 1."
https://www.crunchbase.com/event/global-blockchain-conference-2018,Global Blockchain Conference Dubai 2018,7-May-18,8-May-18,Dubai,How Blockchain Technology is Redefining Trust,"Conference, Festival",The Ritz-Carlton,https://www.globalblockchainbusiness.com/,"The Global Blockchain Conference is a gathering of experts from around the world sharing knowledge, tips, trends and insights about Blockchain, a breakthrough technology that enables the trusted digital registration & exchange of just about anything.  It will be a chance for the newcomer to learn the history and basics of this emerging technology, and for the familiar to learn more about its current and future applications.  Money, music, health records, car titles, certificates, company ownership, deeds, & digital identities are just a few options.   The format will be less traditional than a typical conference.  There will be large group presentations, small group lectures, lightning round discussions as well as time to interact with others in the field."
https://www.crunchbase.com/event/12th-seha-international-paediatric-conference,12th SEHA International Paediatric Conference,18-Jan-18,20-Jan-18,Abu Dhabi,SEHA Paediatric Conference is an international meeting developed specifically to gather world class scientists.,Conference,Rosewood Abu Dhabi,http://menaconference.com/events/12sehaped/registration/,"This conference is a unique international platform that�s a confluence of all stake holders of Pediatricians, Academia, Researchers, Innovators � coming together to encourage exchange of knowledge, experience and best practices in the arena of paediatrics.

The program aims to discuss the latest issues and emerging trends in the management and treatment of common problems in General Pediatrics, Paediatric Hematology/Oncology, Endocrinology, Genetics and Metabolic, Gastroenterology, Pulmonology, Infection, PICU, Cardiology, Neurology, Allergy, Immunology, Nephrology and Emergency for the betterment of child health.

The speakers are world class scientists, renowned teaching faculty and thought leaders coming from the USA, Europe, Asia and the Middle East. The event will give you the opportunity to meet with international experts to discuss your challenging cases at these sessions

As the premier event, we have developed a high quality scientific program with your interests in mind. We have not only increased the number of opportunities for you to network with colleagues from across the region but also introduced more focused sessions that will feature cutting edge presentations, special panel discussions, and livelier interaction with leaders and experts.

SEHA Paediatric Forum anticipates more than 1000 participants around the region with thought provoking state of the art symposiums, Keynote lectures, oral presentations, poster presentations and hands-on workshops. Updated new information alongside recent developments will be discussed in detail.

The event will also provide the opportunity to network with your peers, exchange expertise and experiences, and arm yourself with the latest information to take your clinical practice to the next level.

Prices:
Doctors: AED 1500,
Non-Doctors: AED 1000,
Medical Students: AED 500

Time: 8:00 am - 5:00 pm"
https://www.crunchbase.com/event/gartner-security-risk-management-summit-dubai-2016-20161031,Gartner Security & Risk Management Summit Dubai 2016,31-Oct-16,1-Nov-16,Dubai,Provides you with the proven practices and strategies you need to maintain cost-effective security and risk programs.,"Conference, Seminar",Raffles,http://www.gartner.com/events/emea/security-dubai#!registration,"Gartner Security and Risk Management Summit 2016 provides you with the proven practices and strategies you need to maintain cost-effective security and risk programs to support digital business and drive enterprise success. Build the trust and resilience needed to seize opportunities, reduce risks, and deploy new security models."
https://www.crunchbase.com/event/icrtel-2019-international-conference-on-research-in-teaching-education-learning,"ICRTEL 2019 � International Conference on Research in Teaching, Education & Learning",24-Feb-19,25-Feb-19,Dubai,"ICRTEL 2019 � International Conference on Research in Teaching, Education & Learning, 24-25 Feb, Dubai",Conference,"Flora Grand Hotel, Near Al Rigga Metro Station, Deira, Dubai, United Arab Emirates",https://eurasiaresearch.org/conference/dubai-icrtel-24-25-feb-2019~registration-and-payment,"Conference Name: ICRTEL 2019 � International Conference on Research in Teaching, Education & Learning, 24-25 Feb, Dubai

Conference Dates: 24-25 February 2019

Conference Venue: Flora Grand Hotel, Near Al Rigga Metro Station, Deira, Dubai, United Arab Emirates

Deadline for Abstract/Paper Submissions: 23 February 2019

Contact E-Mail ID: tera@eurasiaresearch.org

Organising Scholarly Association: Teaching & Education Research Association (TERA)

TERA President: Dr. Brenda B. Corpuz, Dean, College of Education Technological Institute of the Philippines, Philippines

Conference Language: English

Conference Themes: Teaching, Education & Learning

(Vernacular Session, e.g., European Languages, Persian, Bahasa, Thai, Chinese, Turkish, Sinhalese, Tamil, will be organised for minimum 5 or more participants of particular language)

(Only english language, full-length, original papers will be considered for publication in conference journals)"
