Organization URl,Organization Name,Industries,Headquarters Location,Headquarters Location 1,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Founded Date,Exit Date,Closed Date,Company Type,Full Description,Phone Number,Contact Email,LinkedIn,Facebook,Twitter,Website,Investor Type,component--field-formatter 21,component--field-formatter 27,component--field-formatter href 8,component--field-formatter 28,component--field-formatter 29,link-accent 11,link-accent href 11,link-accent 12,link-accent href 12,link-accent 13,link-accent href 13,link-accent 14,link-accent href 14,component--field-formatter 30,component--field-formatter 31,component--field-formatter 32,component--field-formatter 33,component--field-formatter 34,component--field-formatter 35,component--field-formatter 36,component--field-formatter 37,component--field-formatter 38,component--field-formatter 39,component--field-formatter 40,component--field-formatter 41,component--field-formatter 42,component--field-formatter 43,component--field-formatter href 19,component--field-formatter 44,ng-star-inserted 3,ng-star-inserted 4,ng-star-inserted 5
https://www.crunchbase.com/organization/karty,KARTY,Information Technology,Doha,Qatar,"SPEND, SAVE and MANAGE all in one-app","50,022",�,Active,4-Mar-21,�,�,For Profit,"KARTY is a Fin-tech platform based in Msheireb, it allows customers to spend, save and manage all of their finances from one-app. It has raised $ 1.2 million in a pre-seed round from Visa, Qatar Development Bank (QDB), Qatar Foundation & Qatar based angel investors. KARTY aims to revolutionize the daily financial experiences for it�s customers by leveraging cutting-edge technology and transaction data. KARTY is working closely with strategic partner ""Visa"" to deliver full digital payment solutions for both consumer and business expenses.",�,info@karty.qa,,,,https://www.karty.qa/,�,�,251-500,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/karty,2,,Information Technology,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/information-technology-4fe3,,,,,,,"$1,246,907 ","$1,246,907 ",Pre-Seed,"QAR4,300,000",Pre-Seed,"QAR4,300,000",4-Jul-22,Seed,2,",,",�,3,�,�,,",",�,�,�
https://www.crunchbase.com/organization/dibsy,Dibsy,Cloud Infrastructure,Doha,Qatar,Here to make processing payments simple.,"61,754",�,Active,20-Feb-20,�,�,For Profit,"Our goal is to change the face of payments, banking, and to make payment processing stupid... sorry we meant simple. So simple in fact that you�ll never waste your precious time yelling at customer support ever again. You can instead spend that time flexing on your competitors, customers, parents, friends, dog...and with how good our technology is, maybe even the aliens.",�,team@dibsy.one,https://www.linkedin.com/company/dibsyhq,,https://www.twitter.com/dibsyhq,https://dibsy.one/,�,�,10-Jan,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/dibsy,3,",,,",Financial Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6,Hardware,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/hardware-2e6e,Internet Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/internet-services,Payments,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/payments-cb33,"$300,000 ","$300,000 ",Pre-Seed,"$300,000 ",Pre-Seed,"$300,000 ",1-Nov-20,Seed,1,",,,,",�,5,�,�,,",,",,�,
https://www.crunchbase.com/organization/fish-qa,Fish.qa,E-Commerce,Doha,Qatar,Fish.qa is an online seafood marketplace,"64,172",�,Active,14-Jan-18,�,�,For Profit,"Fish.qa is an online seafood market place based in Qatar. Fish.qa is the first initiative of its kind in Qatar in both its aim and scope. We are eager to meet the diverse demands of customers, and they will be able to choose from 60+ varieties of fish available in Qatar, all which will be listed in our site! Fish can be ordered online from our website, or via telephone, and your ordered product will be delivered to your location in the agreed time slot. Local fish stalls from all over Qatar can create unique seller pages in our website and list their fish sales in it. They can also list their offers, promotions, etc. Since there are several fish stalls in Qatar with different product ranges and availability factor, our service will be made available all over Qatar.

Product ranges from fresh and frozen products to marinated and grilled items.",97430554055,info@fish.qa,https://www.linkedin.com/company/fish-qa,https://www.facebook.com/fishqalive/,https://twitter.com/fishqalive,https://fish.qa/,�,�,10-Jan,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/fish-qa,2,",",Commerce and Shopping,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/commerce-and-shopping,Food and Beverage,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/food-and-beverage-5f1e,,,,,"QAR1,100,000","QAR1,100,000",Seed,"QAR1,100,000",Seed,"QAR1,100,000",21-May-21,Seed,1,,�,1,�,�,,",",,,
https://www.crunchbase.com/organization/droobi-health,Droobi Health,Artificial Intelligence,Doha,Qatar,A digital behavioral  company  to  empowering people with chronic conditions through healthier lifestyle,"74,141",�,Active,2017,�,�,For Profit,"Droobi is a digital therapeutic product that combines proven behavioral science technique, data analytics, artificial intelligence, and personalized support to help people build healthier habits to reduce the risk factors for developing chronic diseases.
Droobi Health designs bilingual (Arabic & English) digital health solutions for prevention and management of chronic diseases prevalent in MENA region. With a focus on conditions that primarily rely on behavioral modifications such as diabetes and obesity.",97444871259,info@droobihealth.com,https://www.linkedin.com/company/droobi-health,https://www.facebook.com/droobihealth,https://twitter.com/DroobiH,https://www.droobihealth.com/,�,�,Nov-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/droobi-health,3,",,,,",Artificial Intelligence,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/artificial-intelligence-e551,Data and Analytics,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/data-and-analytics,Health Care,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/health-care-a53c,Science and Engineering,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/science-and-engineering,"$948,000 ",�,�,�,Convertible Note,"$948,000 ",5-May-18,�,1,�,�,�,�,�,,",,",,,
https://www.crunchbase.com/organization/narwi,Narwi,Internet,Doha,Qatar,Narwi is the world�s first online micro-giving platform created for Arabs by Arabs.,"79,717",$1M to $10M,Closed,1-Mar-12,�,�,�,"Narwi is the world�s first online micro-giving platform created for Arabs by Arabs.

Narwi is Arabic for �to tell a story,� as well as �to nourish.� We tell the stories of ambitious young men and women from throughout the region with different backgrounds, aspirations, and needs. Our mission is to connect these young Arab micro-entrepreneurs with capital and knowledge, mobilized through the crowd, which enables them to grow sustainable businesses and create jobs for others.

Young entrepreneurs in the Arab region face huge challenges in getting financing and support for their businesses. Narwi works to connect young entrepreneurs with local banks, microfinance institutions and other organizations on the ground, who can provide the support they need to help take their startup projects to the next level.

Narwi provides an easy-to use, transparent and reliable Web platform that allows potential donors throughout the world to choose which young Arab entrepreneurs they want to fund.",�,�,,,,http://www.narwi.org/,�,�,10-Jan,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/narwi,1,",",Internet Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/internet-services,Other,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/1718a583-5105-47e5-b3b0-16c2e3dca322,,,,,"$8,700,000 ","$8,700,000 ",Undisclosed,"$8,700,000 ",Undisclosed,"$8,700,000 ",27-Jul-18,�,1,�,�,�,�,�,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,,�,�,�
https://www.crunchbase.com/organization/eyenk-com,Eyenk.com,Beauty,Doha,Qatar,Qatar's Larget Online Contact Lens Store,"88,109",�,Active,1-Jun-20,�,�,For Profit,"As Qatar's first largest online contact lenses supplier, we help thousands of happy customers to save on the cost of their eye care every month.",97466921362,support@eyenk.com,https://www.linkedin.com/company/eyenk/,,,https://eyenk.com/,�,�,10-Jan,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/eyenk-com,1,",,",Commerce and Shopping,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/commerce-and-shopping,Consumer Goods,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/consumer-goods-b39a,Health Care,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/health-care-a53c,,,"$1,200,000 ","$1,200,000 ",Seed,"$1,200,000 ",Seed,"$1,200,000 ",1-Nov-20,Seed,1,�,�,�,�,�,,,,�,�
https://www.crunchbase.com/organization/qatar-investment-authority,Qatar Investment Authority,Asset Management,Doha,Qatar,Qatar Investment Authority is a sovereign wealth fund that protects and grows Qatar�s financial assets and to diversify the economy.?,"89,820",$10M to $50M,Active,2005,�,�,�,"The QIA was founded by the State of Qatar in 2005 to strengthen the country's economy by diversifying into new asset classes. Building on the heritage of Qatar investments dating back more than three decades, its growing portfolio of long-term strategic investments helps complement the state's huge wealth in natural resources.

Qatar's goal is to become a major international center for finance and investment management, a vision shared by its government, people, and institutions.

Headquartered in Doha, the QIA is structured to operate at the very highest levels of global investing. As a world-class investor, the QIA adheres to the strictest financial and commercial disciplines. It has a strong track record of investing in different asset classes, including listed securities, property, alternative assets, and private equity in all the major capital markets as well as the newer emerging markets.",�,info@qia.qa,https://www.linkedin.com/company/qatar-investment-authority/about/,https://www.facebook.com/qatarinvestmentauthority/,,http://www.qia.qa/,Government Office,"Late Stage Venture, Private Equity",251-500,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/qatar-investment-authority,�,",,",Financial Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6,Government and Military,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/government-and-military,Lending and Investments,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/lending-and-investments,,,�,�,�,�,�,�,�,�,�,�,�,�,�,�,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000,�,,,�
https://www.crunchbase.com/organization/qatar-airways,Qatar Airways,Aerospace,Doha,Qatar,"Qatar Airways, the national airline of Qatar, operates a fleet of first class, business class, and economy class flights worldwide.","92,307",$1B to $10B,Active,1997,�,�,For Profit,"Qatar Airways is the national airline of the State of Qatar that operates a fleet of first class, business class, and economy class flights worldwide. It has more than 340 aircraft on order, including Boeing 777 and 787 and Airbus A380 and A350.
Its global network currently spans key business and leisure destinations across Europe, Middle East, Africa, Asia Pacific, North America, and South America, with scheduled flights operating to and from its hub in Doha.
Its lounge facilities are available to its premium class customers, privilege club platinum, gold and silver members travelling on Qatar Airways as well as oneworld Emerald and Sapphire members travelling on any oneworld flight.
Its official website, qatarairways.com, allows passengers to book flights and search for information on the airline.
The site also features the price of tickets, a flight deals section, and a navigation tool to find the information.
The airline offers a set of special services to expectant mothers, passengers with special dietary requirements, disabled passengers, and unaccompanied minors.
Qatar Airways was voted Airline of the Year 2011 and in 2012 in the Skytrax industry audit. It was awarded a 5-Star rating by Skytrax.
Qatar Airways was founded in 1993 and was relaunched in 1997. It is based in Doha, State of Qatar.",97444496494,tell-us@qatarairways.com.qa,https://www.linkedin.com/company/10834?trk=vsrp_companies_res_name&trkInfo=VSRPsearchId%3A2826892791424971513628%2CVSRPtargetId%3A10834%2CVSRPcmpt%3Aprimary,https://www.facebook.com/qatarairways,https://twitter.com/qatarairways,http://www.qatarairways.com/,�,�,10001+,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/qatar-airways,1,",",Science and Engineering,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/science-and-engineering,Transportation,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/transportation-adc3,,,,,�,�,�,�,�,�,�,�,�,�,�,�,�,�,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_01000000,,,,
https://www.crunchbase.com/organization/al-jazeera,Al Jazeera,Broadcasting,Doha,Qatar,Al Jazeera is an Arabic news channel that provides comprehensive television news and live debate.,"99,860",$10M to $50M,Active,1996,�,�,For Profit,"Al Jazeera is an Arabic news channel that provides comprehensive television news and live debate. Al Jazeera Media Network consists of the flagship Al Jazeera Satellite (Arabic) Channel, Al Jazeera English Channel, Al Jazeera America, Al Jazeera Documentary Channel, Al Jazeera Mubasher Channel, Al Jazeera Balkans Channel, Al Jazeera Sport Channels, AlJazeera.net (the English and Arabic web sites), Al Jazeera Center for Studies, Al Jazeera Mobile, Al Jazeera New Media, and the Al Jazeera Media Training and Development Center.

With the creation of new channels and services, Al Jazeera established itself as an international media corporation and was formally named the Al Jazeera Network in March 2006 and then the Al Jazeera Media Network in 2012.


Al Jazeera was established in November 1996 and is based in the Doha, Qatar.",�,press.int@aljazeera.net,https://www.linkedin.com/company/al-jazeera-america,http://www.facebook.com/aljazeera,http://twitter.com/ajenglish,http://www.aljazeera.com/,�,�,1001-5000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/al-jazeera,2,",,",Content and Publishing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/content-and-publishing,Media and Entertainment,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/media-and-entertainment-3bd7,Video,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/video-d457,,,�,�,�,�,�,�,�,�,�,�,�,�,�,�,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000,",",,,
https://www.crunchbase.com/organization/eharis,eHaris,Events,Doha,Qatar,"Digital ID with Intelligent Visitor Solution for Events, Gated communities & Office buildings including visitors, employees & support staff.","103,518",�,Active,2021,�,�,For Profit,"Digital ID for the physical world. Intelligent Visitor Solution for Events, Gated communities & Office buildings including visitors, employees & support staff.",�,contact@eharis.com,https://linkedin.com/company/eharis,https://facebook.com/eHarisQA,https://twitter.com/eHarisQA,https://eharis.com/,�,�,10-Jan,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/eharis,3,",,,,,",Events,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/events-7a2a,Information Technology,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/information-technology-4fe3,Internet Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/internet-services,Media and Entertainment,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/media-and-entertainment-3bd7,"$59,050 ",�,�,�,Convertible Note,"QAR190,000",15-Dec-21,�,3,",,,",3,4,�,�,,",,",,,
https://www.crunchbase.com/organization/alwakalat,Alwakalat,Automotive,Doha,Qatar,Explore the Automotive World,"104,355",�,Active,1-Mar-13,�,�,For Profit,"We are researching, designing, and developing a convenient, fast, and reliable end-to-end technology-based web platform that aims at transforming the experience of people with automotive. We intend to be come the trusted provider of automotive information and pricing in Qatar, covering the sales Cars, Motorbikes, Trucks, Heavy equipment, boats and plate numbers in addition to the rental sector.",97466967125,contact@alwakalat.com,https://www.linkedin.com/company/alwakalat/,https://www.facebook.com/alwakalatsite,https://www.instagram.com/alwakalat/,https://alwakalat.com/,�,�,10-Jan,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/alwakalat,1,",,,",Financial Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6,Information Technology,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/information-technology-4fe3,Lending and Investments,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/lending-and-investments,Transportation,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/transportation-adc3,"$961,274 ","$961,274 ",Pre-Seed,"$961,274 ",Pre-Seed,"$961,274 ",15-Jul-21,Seed,1,,1,1,�,�,,,,,
https://www.crunchbase.com/organization/monaqasat,Monaqasat,Construction,Doha,Qatar,Monaqasat is a first contracting and supplying E- tendering services to medium and small businesses.,"104,765",�,Active,2014,�,�,For Profit,�,+974 44444108,info@monaqasat.net,https://www.linkedin.com/company/monaqasat/,https://www.linkedin.com/company/monaqasat/,https://twitter.com/Monaqasat_NET,https://www.monaqasat.net/,�,�,Nov-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/monaqasat,2,,Real Estate,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/real-estate-598c,,,,,,,"$800,000 ","$800,000 ",Seed,"$800,000 ",Seed,"$800,000 ",1-Feb-16,Seed,1,�,�,�,�,�,,",",,,
https://www.crunchbase.com/organization/north-oil-company,North Oil Company,Energy,Doha,Qatar,North Oil Company is a joint venture between Qatar Petroleum and Total to redevelop and maximize production from the Al-Shaheen oil field.,"106,386",�,Active,2017,�,�,For Profit,�,+974 4401 2000,media@noc.qa,https://www.linkedin.com/company/north-oil-company-qatar,https://www.facebook.com/North-Oil-Company-2304588402902042,https://www.twitter.com/NorthOilCompany,https://noc.qa/,�,�,501-1000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/north-oil-company,�,",",Energy,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/energy-2b83,Natural Resources,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/natural-resources-26a5,,,,,�,�,�,�,�,�,�,�,�,�,�,�,�,�,,�,,,
https://www.crunchbase.com/organization/qatar-petroleum,Qatar Petroleum,Natural Resources,Doha,Qatar,Qatar Petroleum is a state owned public company specializing in all aspects of petroleum and natural gas exploration and production.,"108,392",�,Active,1974,�,�,For Profit,�,974 4440 2000,�,https://www.linkedin.com/company/qatar-petroleum,https://www.facebook.com/qatarpetroleum,https://www.twitter.com/qatarpetroleum,https://www.qp.com.qa/,�,�,10001+,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/qatar-petroleum,�,",,",Energy,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/energy-2b83,Natural Resources,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/natural-resources-26a5,Sustainability,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/sustainability-5142,,,�,�,�,�,�,�,�,�,�,�,�,�,�,�,,�,,,
https://www.crunchbase.com/organization/girnaas,Girnaas,Internet,Doha,Qatar,"Girnaas is a mobile game development studio that offers services for training, productivity, advertising, education, and many other needs.","110,233",Less than $1M,Active,14-Feb-13,�,�,For Profit,"Girnaas is a mobile game development studio that offers services for training, productivity, advertising, education, lifestyle, and health-related needs. It is also engaged in the development of mobile applications and websites.

Girnaas was founded on February 14, 2013, and is based in Doha, Qatar.",+974 4459 4376,info@girnaas.com,,https://www.facebook.com/girnaas,https://www.twitter.com/girnaas,http://www.girnaas.com/,�,�,10-Jan,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/girnaas,3,",,",Internet Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/internet-services,Mobile,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/mobile-ec09,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6,,,"$156,000 ","$156,000 ",Seed,"$156,000 ",Seed,"$156,000 ",14-Feb-13,Seed,1,�,�,�,�,�,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00000000,",,",�,,
https://www.crunchbase.com/organization/big-history-adventures,History Adventures,Animation,Doha,Qatar,"History Adventures, World of Characters presents a fresh approach to history education, designed for the digital generation.","112,671",�,Active,2017,�,�,For Profit,"The future of learning is now. History Adventures, World of Characters is a next gen, fully interactive, cross-platform digital learning series created by Spencer Striker, PhD, Digital Media Design prof Northwestern University in Qatar.

The product went live in 2020 with Revolutions & Industrialization (1750-1900) published to Apple Books. After receiving excellent press and reviews, in media ranging from education technology to screenwriting, the product went on to win the Horizon Interactive Gold Award for Best Education app.

The newest work, Empires & Interconnections (1450-1750) went live on Apple Books in Oct of 2020, followed by a successful port of Revolutions & Industrialization to Chromebooks in Nov of 2020. In Dec of 2020, History Adventures, World of Characters became Shortlisted for Best Educational App at the 2020 Reimagine Education Awards (the �Oscars� of Education).

From Oregon Trail to Civilization to Assassin�s Creed: History Adventures, World of Characters synthesizes the best elements from the legacy of learning games while introducing new features, design concepts, and affordances.

This digital learning series introduces creative techniques, including historical flash fiction, dynamic cinemagraphs, 2.5D, Immersive 3D, 360 panorama, interactive infographics, choose your own adventure, sound design, original music, and adaptive assessment.

From the gardens of Babylon to the stockyards of Chicago, students will explore five millennia of amazing interactive content with ever more to come. History Adventures, World of Characters presents a fresh approach to history education, designed for the digital generation. This interactive learning experience combines mobile entertainment technology with the power of narrative design�bringing the pages of history to life.",-9278,spencerstriker@gmail.com,https://www.linkedin.com/company/historyadventures,https://www.facebook.com/HistoryAdventures/,https://twitter.com/HistoryAdvs,http://www.historyadventures.co/,�,�,Nov-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/big-history-adventures,1,",,,,,,,",Apps,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/apps-2683,Education,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/education-c9b5,Gaming,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/gaming-02a6,Media and Entertainment,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/media-and-entertainment-3bd7,"$250,000 ","$250,000 ",Seed,"$150,000 ",Seed,"$150,000 ",1-Sep-19,Seed,2,�,�,�,�,�,,,,,
