Full Name,Full Name URL,Primary Job Title,Primary Organization,Primary Organization URL,Location,CB Rank (Person),LinkedIn,First Name,Last Name,Gender,Current Organizations,Twitter,Biography,Regions,Facebook,Schools Attended,Number of Founded Organizations,Number of News Articles
Mahmood AlKooheji,https://www.crunchbase.com/person/mahmood-alkooheji,Chief Executive Officer,Bahrain Mumtalakat Holding,https://www.crunchbase.com/organization/bahrain-mumtalakat-holding,"Bahrain, Asia","747,235",https://www.linkedin.com/in/mahmood-alkooheji-28b406145/,Mahmood,AlKooheji,Male,Bahrain Mumtalakat Holding,,"With a background firmly rooted in engineering and business management, Mahmood Alkooheji has been at the helm of the Kingdom of Bahrain’s sovereign wealth fund, Mumtalakat, since 2012. His leadership sparked the fund’s transformation into a profitable organisation as he oversaw the growth and diversification of its portfolio with strategic acquisitions in Europe and the USA. Today it is recognised as one of the most transparent sovereign wealth funds in the world. Alkooheji holds a BEng in Mechanical Engineering from Staffordshire University and a MBA from Henley College of Management, Brunel University. His career has spanned the public sector with a focus on industrial and commercial investments. As the Chairman of Alba (Aluminium Bahrain) between 2008 and 2014, he spearheaded the company’s restructuring and the successful listing of 10% of its shares on both the London and Bahrain stock exchanges. Similarly, as the Chairman of Gulf Air between 2007 and 2008, he launched the airline’s single-ownership restructuring programme. His history within the Ministry of Finance is noteworthy as he administered the privatisation of key public assets in his years as the Director of Government Shareholding, developing the national privatisation policy. This was further enhanced in his continued capacities as Assistant Undersecretary through which he supported the Economic Development Board’s efforts to establish Mumtalakat. In recognition of his public service to the Kingdom, Alkooheji is the recipient of a number of honours. Most notably, he was awarded the Order of Shaikh Isa bin Salman Al Khalifa, 4th Class in 2000 and the Order of Achievement, 1st Class by HM King Hamad bin Isa Al Khalifa in 2012. A Chevalier of the Légion d’honneur, the highest decoration in France, he represents Mumtalakat on the boards of important Bahrain-based companies in addition to the McLaren Group and McLaren Automotive.",Gulf Cooperation Council (GCC),,,,1
Joanna Reed,https://www.crunchbase.com/person/joanna-reed,Executive Director – Talent Management,Bahrain Economic Development Board,https://www.crunchbase.com/organization/bahrain-economic-development-board,"Bahrain, Asia","750,914",https://www.linkedin.com/in/joanna-reed-4aa7b33/,Joanna,Reed,Female,Bahrain Economic Development Board,https://twitter.com/joannaarabia,,Gulf Cooperation Council (GCC),,,,
Mohammed Toraif,https://www.crunchbase.com/person/mohammed-toraif,,,,"Bahrain, Asia","763,440",https://www.linkedin.com/in/toraif/,Mohammed,Toraif,Male,Fish.Me,,,Gulf Cooperation Council (GCC),,Birbhum Institute of Engineering & Technology,1,
David Parker,https://www.crunchbase.com/person/david-parker-ba3b,Executive Director – Business Development – Financial Services,Bahrain Economic Development Board,https://www.crunchbase.com/organization/bahrain-economic-development-board,"Bahrain, Asia","773,077",https://www.linkedin.com/in/davidparkeriip/,David,Parker,Male,Bahrain Economic Development Board,,,Gulf Cooperation Council (GCC),,University of South Wales,,
Alexander Broers,https://www.crunchbase.com/person/alexander-broers,,,,"Bahrain, Asia","806,768",,Alexander,Broers,Male,,,,Gulf Cooperation Council (GCC),,,,
Ashu Karol,https://www.crunchbase.com/person/ashu-karol,,,,"Bahrain, Asia","811,172",https://www.linkedin.com/in/ashu-karol-b5241b5a/,Ashu,Karol,Female,Aramex International,,"Ashu  Karol is the supply chain manager, trainer and leadership coach at Aramex.",Gulf Cooperation Council (GCC),,,,
Cleveland Brown,https://www.crunchbase.com/person/cleveland-brown-bb40,CTO,RIDE,https://www.crunchbase.com/organization/ride-7d59,"Bahrain, Asia","835,098",https://www.linkedin.com/in/cleveland-brown-222ba751/,Cleveland,Brown,Male,RIDE,,,Gulf Cooperation Council (GCC),,St. Thomas University,,
Muneera AlFadhel,https://www.crunchbase.com/person/muneera-alfadhel,,,,"Manama, Al Manamah, Bahrain","839,657",https://www.linkedin.com/in/muneera-alfadhel-2167b6a1/,Muneera,AlFadhel,,Bahrain FinTech Bay,,Muneera AlFadhel is the Analyst at Bahrain FinTech Bay.   Muneera has amassed relevant work experience in the financial services industry. She previously worked at various US corporations such as State Street and AIG and recently worked at the Bahrain Economic Development Board before joining Bahrain FinTech Bay. ,Gulf Cooperation Council (GCC),,"Northeastern University, Suffolk University",,
Fadhel Makhlooq,https://www.crunchbase.com/person/fadhel-makhlooq,Chief Capital Markets Officer,SICO Bank,https://www.crunchbase.com/organization/sico-bank,"Bahrain, Asia","847,411",https://www.linkedin.com/in/fadhel-makhlooq-51269a34/,Fadhel,Makhlooq,Male,SICO Bank,,"With over 36 years of professional experience, Fadhel Makhlooq joined SICO in 2004 as Head of Brokerage before being appointed Head of Investments & Treasury in 2008. He was re-appointed Head of Brokerage in 2010 and then assumed the position of Chief Capital Markets Officer in 2018. Prior to joining SICO, he worked for a number of leading financial institutions including Investcorp and Chemical Bank (now JPM Morgan Chase). Fadhel holds an MBA from Glamorgan University, UK.",Gulf Cooperation Council (GCC),,University of Glamorgan,,
Farouk Almoayyed,https://www.crunchbase.com/person/farouk-almoayyed,Founder & Honorary Chairman,Almoayyed Computers,https://www.crunchbase.com/organization/almoayyed-computers,"Manama, Al Manamah, Bahrain","853,350",,Farouk,Almoayyed,Male,Almoayyed Computers,,,Gulf Cooperation Council (GCC),,,1,
Ali Abdulla,https://www.crunchbase.com/person/ali-abdulla-ef39,,,,"Manama, Al Manamah, Bahrain","858,838",https://www.linkedin.com/in/ali-abdulla-276b0b27/,Ali,Abdulla,,Bahrain FinTech Bay,,"Ali Abdulla the Head of Marketing & Conferences of Bahrain FinTech Bay.   Ali is Co-founder of Vibe Media, a design and media agency. Through it he has built extensive experience in leading creative projects, with a focus on helping SMEs and startups set goals and reach their fullest potential through digital media. His love for music is key to his creative output and it has inspired his passion for business and creative projects.   Ali is also co-founder and partner at Odisi wll. An events and experiences platform focused on both showcasing and creating unique experiences together with local partners to show a side of Bahrain that is rarely experienced. ",Gulf Cooperation Council (GCC),,,,
Paul Poulose,https://www.crunchbase.com/person/paul-poulose,,,,"Manama, Al Manamah, Bahrain","861,132",,Paul,Poulose,Male,,,,Gulf Cooperation Council (GCC),,,,
Wafeeq Ajoor,https://www.crunchbase.com/person/wafeeq-ajoor,Executive IT Advisor/Consultant CTO,National Health Regulairty Authority,https://www.crunchbase.com/organization/national-health-regulairty-authority,"Bahrain, Asia","861,528",https://www.linkedin.com/in/wafeeq-ajoor-908793b9/,Wafeeq,Ajoor,Male,National Health Regulairty Authority,,"Wafeeq Ajoor [IEEE-M’1999/SM’2009] (wajoor@ieee.org) is a Chief Information and Communication Officer (CICO). He has received his B.Sc. in Computer Engineering from the King Saud University, KSA, in 1991, his M.Sc. in Electronics Engineering (Communications) from the University of Wales, UK, in 1993, and his M.A.Sc. in Electrical and Computer Engineering (Wireless/Mobile Communications) from the University of Waterloo, Canada, in 2003. He also obtained a diploma in Training and Development from the Thames Valley University, UK, in 1996. In 1991, he worked for IBM as a Mainframe Customers Care Engineer for 3 years. He worked for the University of Bahrain as a Computer Science Lecturer in 1996 for 2 years. He worked for Enbridge Consumer Gas Inc. (Canada) as a Wireless Consultant, in 2001, and for V Technology (Canada) as a Hardware Design Testing Engineer in 2002. He worked for the Ministry of Transportation as a Telecommunications Engineer in 2004, for FCCI-Bahrain as a 2G/3G Radio Planning & Optimization Engineer, and for Nokia Network)-Nigeria/West Africa/Kuwait as a Senior Key Account Manager in 2009 for 3 years. He is currently working for National Health Regularity Authority (NHRA) as an Executive IT Advisor/Consultant (‘CTO’). He is the recipient of the prestigious Canadian Wireless Telecommunications Association (CWTA) award in 2001. He served as a Local Arrangements Committee Chair of the 2nd IEEE-GCC Electrical and Electronics Industries Conference, Nov. 23-25, 2004. He delivered 2 tutorials titled: “WiMAX: The Broadband Wireless Access Technology”, at 4th IEEE-GCC Conference & Exhibition, Kingdom of Bahrain, Nov. 11th, 2007 and “LTE Long Term Evolution (LTE): The New Broadband Contender”, at 6th IEEE-GCC Conference & Exhibition, UAE, Feb. 19th, 2012. He has been a reviewer for the IEEE Communications magazine and Wiley’s Wireless Communications and Mobile Computing journal. His current research interest is 5G Mobile/Wireless Communications (IoT/M2M/Smart-Healthcare).",Gulf Cooperation Council (GCC),,,,
Sameer Altaf,https://www.crunchbase.com/person/sameer-altaf,,,,"Bahrain, Asia","863,567",,Sameer,Altaf,Male,,,,Gulf Cooperation Council (GCC),,,,
Ali Aahan,https://www.crunchbase.com/person/ali-aahan,,,,"Manama, Al Manamah, Bahrain","882,765",https://www.linkedin.com/in/aliaahan/,Ali,Aahan,,Bahrain FinTech Bay,,Ali Aahan is the Analyst of Bahrain FinTech Bay.   Ali graduated from Bangor University Wales with a BSc in Banking and Finance.   Ali has worked with National Bank of Bahrain and Arab Financial Services and has internship experience in the telecommunication and financial industry. He looks forward to a challenging opportunity to build and develop the FinTech ecosystem in the region.,Gulf Cooperation Council (GCC),,Bangor University,,
Harshan Muthu,https://www.crunchbase.com/person/harshan-muthu,,,,"Bahrain, Asia","886,109",,Harshan,Muthu,Male,EnrichMyCare,,,Gulf Cooperation Council (GCC),,,,
Mohamed Bubashait,https://www.crunchbase.com/person/mohamed-bubashait,CEO,Batelco,https://www.crunchbase.com/organization/batelco,"Bahrain, Asia","899,195",https://www.linkedin.com/in/mohamed-bubashait-63177962/,Mohamed,Bubashait,Male,Batelco,,,Gulf Cooperation Council (GCC),,,,
Godwin Thomas Puthiri,https://www.crunchbase.com/person/godwin-thomas-puthiri,,,,"Manama, Al Manamah, Bahrain","899,812",,Godwin Thomas,Puthiri,Male,,,"My name is Godwin Thomas Puthiri, Executive Director of Taib Holdings Company In Manama Bahrain.I have a PhD in Business Management and i have worked with the company for over 20 years very active and discharge my duties diligently.I have a wife and 3 children.We invest on Debt Financing,Project Funding,Real Estate,Construction etc. I look forward to meeting prospective entrepreneurs regarding promising investment proposals.",Gulf Cooperation Council (GCC),,,,
Jassim Hajji,https://www.crunchbase.com/person/jassim-hajji,,,,"Bahrain, Asia","914,968",https://www.linkedin.com/in/dr-jassim-haji-7b5885125/,Jassim,Hajji,Male,,,,Gulf Cooperation Council (GCC),,,,
John Kilmartin,https://www.crunchbase.com/person/john-kilmartin,Executive Director- Business Development – ICT,Bahrain Economic Development Board,https://www.crunchbase.com/organization/bahrain-economic-development-board,"Bahrain, Asia","921,513",https://www.linkedin.com/in/john-kilmartin-a68a7421/,John,Kilmartin,Male,Bahrain Economic Development Board,https://twitter.com/kilmartinjo,,Gulf Cooperation Council (GCC),,University College Cork,,
Abedulrheem Essam,https://www.crunchbase.com/person/abedulrheem-essam,Training Manager,ThinkSmart,https://www.crunchbase.com/organization/thinksmart-e91e,"Bahrain, Asia","923,712",https://www.linkedin.com/in/abedulrheem-essam-2034bb13/,Abedulrheem,Essam,Male,ThinkSmart,,Abedulrheem Essam is the Training Manager of Thinksmart.,Gulf Cooperation Council (GCC),,,,
Dina Saman,https://www.crunchbase.com/person/dina-saman-5885,,,,"Manama, Al Manamah, Bahrain","924,423",https://bh.linkedin.com/in/dinasaman,Dina,Saman,Female,,,"Dina Saman is the Founder and Managing Director of CoinMENA. She is focused on building CoinMENA, an exchange fully regulated by the Central Bank of Bahrain, to become the leading platform servicing clients in the MENA region. Prior to CoinMENA, she worked on numerous ventures in the crypto and real estate sectors, which included being part of the founding team of the first regional crypto exchange.",Gulf Cooperation Council (GCC),,,,
Ahmed Rahim,https://www.crunchbase.com/person/ahmed-rahim-abdul,Chief Executive Officer,Ithmaar Holding,https://www.crunchbase.com/organization/ithmaar-holding,"Manama, Al Manamah, Bahrain","932,198",,Ahmed,Rahim,Male,Ithmaar Holding,,,Gulf Cooperation Council (GCC),,,,
Muhammad Irfan,https://www.crunchbase.com/person/muhammad-irfan-80ae,Community Member,FinTech Connector,https://www.crunchbase.com/organization/fintech-connector,"Bahrain, Asia","940,097",https://www.linkedin.com/in/muhammad-irfan-19190062/,Muhammad,Irfan,Male,FinTech Connector,,Muhammad Irfan is a Educationlist & Technologist who loves building innovative and scalable customer centric experience that have a business impact. Currently working to improve interoperability and competitiveness in the financial system.,Gulf Cooperation Council (GCC),,,,
Taimoor Dar,https://www.crunchbase.com/person/taimoor-dar-2,Security Architect,Batelco,https://www.crunchbase.com/organization/batelco,"Bahrain, Asia","940,222",https://www.linkedin.com/in/taimoor-dar-5757a7128/,Taimoor,Dar,Male,Batelco,,"Taimoor Dar is a Cyber Security Architect with a decade of focused work in the Telecom sector. He acquired an expertise in Cyber Risk Management Strategy via design and implementation of a SOC and CERT. At present, Taimoor serves as a Cyber Security Specialist at Batelco Bahrain and manages versatile contribution to Cyber Security, Information Security, network security infrastructure and security risk consultancy.",Gulf Cooperation Council (GCC),,,,
Jerad Bachar,https://www.crunchbase.com/person/jerad-bachar,"Executive Director – Investment Development | Tourism, Real Estate, Education, Healthcare",Bahrain Economic Development Board,https://www.crunchbase.com/organization/bahrain-economic-development-board,"Bahrain, Asia","948,624",https://www.linkedin.com/in/jeradbachar/,Jerad,Bachar,Male,Bahrain Economic Development Board,https://twitter.com/jeradbachar,,Gulf Cooperation Council (GCC),,University of Liverpool,,
Dalal Ismail Ahmed,https://www.crunchbase.com/person/dalal-ismail-ahmed,"Senior Vice President, Banking Services Division",Bahrain Development Bank,https://www.crunchbase.com/organization/bahrain-development-bank,"Bahrain, Asia","954,952",,Dalal,Ismail Ahmed,Female,Bahrain Development Bank,,,Gulf Cooperation Council (GCC),,,,
MOHAMMED AHMED MUKHTAR,https://www.crunchbase.com/person/mohammed-ahmed-mukhtar,,,,"Bahrain, Asia","955,169",https://www.linkedin.com/in/mahmedmukhtar,MOHAMMED AHMED,MUKHTAR,Male,,,Mohammed is an Ex Customs Official who quit his job to pursue his passion and explore the world of experiential marketing. He has dedicatied more than 10 years both in private and public sector and now in pursuit to achieve another milestone by introducing Adtech Robotic Solutions.,Gulf Cooperation Council (GCC),,University of Bahrain,1,
Noor Abid,https://www.crunchbase.com/person/noor-abid-2,,,,"Bahrain, Asia","972,601",,Noor,Abid,Male,,,,Gulf Cooperation Council (GCC),,,,
Yaser Jassim,https://www.crunchbase.com/person/yaser-jassim,"Coordinator, Corporate Services",Bahrain Mumtalakat Holding,https://www.crunchbase.com/organization/bahrain-mumtalakat-holding,"Bahrain, Asia","974,699",https://www.linkedin.com/in/yaser-jassim-16522a1b/,Yaser,Jassim,Male,Bahrain Mumtalakat Holding,,,Gulf Cooperation Council (GCC),,,,
Hassan Khalil Al-Binmohammed,https://www.crunchbase.com/person/hassan-khalil-al-binmohammed,Head of Human Resources & Corporate Communication,Bahrain Development Bank,https://www.crunchbase.com/organization/bahrain-development-bank,"Bahrain, Asia","979,204",,Hassan,Khalil Al-Binmohammed,Male,Bahrain Development Bank,,,Gulf Cooperation Council (GCC),,,,
Mohamed Alhujairi,https://www.crunchbase.com/person/mohamed-alhujairi,Managing Director,TechoSmart,https://www.crunchbase.com/organization/techosmart,"Bahrain, Asia","984,122",https://www.linkedin.com/in/mohamed-alhujairi-853903a5/,Mohamed,Alhujairi,Male,TechoSmart,,Mohamed Alhujairi is the managing director of TechoSmart.,Gulf Cooperation Council (GCC),,,,
Buthayna Ahmed Al Saddiq,https://www.crunchbase.com/person/buthayna-ahmed-al-saddiq,Head of Financial Control,Bahrain Development Bank,https://www.crunchbase.com/organization/bahrain-development-bank,"Bahrain, Asia","990,496",,Buthayna,Ahmed Al Saddiq,Female,Bahrain Development Bank,,,Gulf Cooperation Council (GCC),,,,
Tariq Al-Olaimy,https://www.crunchbase.com/person/tariq-al-olaimy,,,,"Bahrain, Asia","1,000,637",https://www.linkedin.com/in/tariqalolaimy/,Tariq,Al-Olaimy,Male,,,,Gulf Cooperation Council (GCC),,,1,
Husain Hashem,https://www.crunchbase.com/person/husain-hashem,Founder,Linkwik,https://www.crunchbase.com/organization/linkwik,"Manama, Al Manamah, Bahrain","1,006,014",,Husain,Hashem,Male,Linkwik,,,Gulf Cooperation Council (GCC),,,1,
Nauman Mohammed,https://www.crunchbase.com/person/nauman-mohammed,,,,"Bahrain, Asia","1,007,621",https://www.linkedin.com/in/naumanmohammed/,Nauman,Mohammed,Male,,https://twitter.com/dopaminehit,"An MBA in Marketing, I have worked across various domains including technology, and Digital Marketing a. I currently have 5 years of experience| completed various other projects primarily to learn new Marketing Strategies In my spare time, I like to Read, Blog, the podcast I am passionate about Educational Technologies and look out for different ways to contribute to this area, Blockchain, Investing Google Adwords, Google Analytics, PPC CPC and CPM, SEO (Search Engine Optimization), Blogging & Content Marketing, Email Marketing, Social Media Marketing, Digital Marketing",Gulf Cooperation Council (GCC),https://www.facebook.com/clicheplot,,,
Ali Sabkar,https://www.crunchbase.com/person/ali-sabkar,,,,"Bahrain, Asia","1,037,412",https://www.linkedin.com/in/alisabkar/,Ali,Sabkar,Male,,,,Gulf Cooperation Council (GCC),,University of Bahrain,1,
Khalil Al Meer,https://www.crunchbase.com/person/khalil-al-meer,Independent Board Member,Locata Corporation,https://www.crunchbase.com/organization/locata-corporation,"Bahrain, Asia","1,038,631",,Khalil,Al Meer,Male,,,,Gulf Cooperation Council (GCC),,,,
Ali Awadh,https://www.crunchbase.com/person/ali-awadh,,,,"Sitrah, Bahrain, Asia","1,042,190",https://www.linkedin.com/in/aliawadh980/,Ali,Awadh,Male,,,,Gulf Cooperation Council (GCC),,"New York Institute of Technology, University of Bahrain",,
Ahmed Faraj,https://www.crunchbase.com/person/ahmed-faraj,,,,"Bahrain, Asia","1,044,753",,Ahmed,Faraj,Male,,,"A competent professional with nearly 7 years of experience in Coaching, Training & Development, Training policies & Procedures, Training Plan, Training Needs Analysis, Human Resources, Project Management, Process Enhancement, Sales & Marketing, Business Development, and Client Relationship Management.",Gulf Cooperation Council (GCC),,,1,
Omer Rana,https://www.crunchbase.com/person/omer-rana,,,,"Bahrain, Asia","1,087,313",,Omer,Rana,Male,,,Founder at PaperV,Gulf Cooperation Council (GCC),,,,
Ahmed Omer,https://www.crunchbase.com/person/ahmed-omer,,,,"Manama, Al Manamah, Bahrain","1,126,312",,Ahmed,Omer,Male,,,,Gulf Cooperation Council (GCC),,University of Manchester,1,
Razan Al Shehabi,https://www.crunchbase.com/person/razan-al-shehabi,,,,"Bahrain, Asia",,https://www.linkedin.com/in/razan-al-shehabi/?originalSubdomain=bh,Razan,Al Shehabi,Female,,,,Gulf Cooperation Council (GCC),,,1,
