Organization URl,Organization Name,Industries,Headquarters Location,Headquarters Location 1,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Founded Date,Exit Date,Closed Date,Company Type,Full Description,Phone Number,Contact Email,LinkedIn,Facebook,Twitter,Website,Investor Type,component--field-formatter 21,component--field-formatter 26,component--field-formatter 27,component--field-formatter href 8,component--field-formatter 28,link-accent 9,link-accent href 9,component--field-formatter 29,component--field-formatter href 9,component--field-formatter 30,link-accent 13,link-accent href 13,link-accent 14,link-accent href 14,link-accent 15,link-accent href 15,link-accent 16,link-accent href 16,component--field-formatter 31,component--field-formatter 32,component--field-formatter 33,component--field-formatter 34,component--field-formatter 35,component--field-formatter 36,component--field-formatter 37,component--field-formatter 38,component--field-formatter 39,component--field-formatter 40,component--field-formatter 41,component--field-formatter 42,component--field-formatter 43,component--field-formatter 44,ng-star-inserted 3,ng-star-inserted 4,component--field-formatter href 20,ng-star-inserted 5
https://www.crunchbase.com/organization/getbaqala,GetBaqala Inc.,E-Commerce,Manama,Al Manamah,"Mobile Commerce, Social Commerce, Fresh Food","59,792",$1M to $10M,Active,1-Sep-16,�,�,For Profit,"GetBaqala aims to build the infrastructure of fresh food commerce. The future is fresh.

MENA. Chinese Playbook. Social Commerce. Passion Economy. Platform. WhatsApp. OMO/O2O. New Retail.",�,care@getbaqala.com,https://www.linkedin.com/company/getbaqala/,https://www.facebook.com/getbaqala/,https://www.twitter.com/getbaqala/,https://www.baqalaat.com/,�,�,�,51-100,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/getbaqala,",,",Aboobacker Shinan,https://www.crunchbase.com/person/aboobacker-shinan,3,https://www.crunchbase.com/search/people/field/organization.companies/num_founders/getbaqala,",,",Commerce and Shopping,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/commerce-and-shopping,Food and Beverage,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/food-and-beverage-5f1e,Internet Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/internet-services,,,"$2,525,000 ","$2,525,000 ",Venture - Series Unknown,"$900,000 ",Venture - Series Unknown,"$900,000 ",29-Dec-19,�,5,",,",�,3,�,�,,,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,
https://www.crunchbase.com/organization/oneidgroup,1ID,Air Transportation,Manama,Al Manamah,Touchless immigration and security clearance solution,"60,162",�,Active,26-Oct-21,�,�,For Profit,"1ID is accelerator funded Travel Tech startup specialized in touchless immigration and security clearance solutions that use Blockchain technology to provide digital passports for travelers and real-time Arrival and Departure Control Dashboards for airports. 1ID creates digital identities for travelers through its Digital Passport platform and issues a unique virtual identification number using facial verification that is stored on blockchain. Data can be uploaded by passport holders themselves via the mobile app. Airport immigration officials have access to the 1ID dashboard which allows them to see all relevant information about a traveler without having to physically check their passport.

1ID is also working on artificial intelligence-based technology that might be used to create a high-tech surveillance system that could be used to create a virtual border wall. We are using smart aerial drones that will be able to take off, and land vertically and augmented reality for enhanced border management.",�,info@1idgroup.com,https://www.linkedin.com/company/oneidgroup,,,https://1idgroup.com/,�,�,�,10-Jan,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/oneidgroup,",,,",Adeel Javaid,https://www.crunchbase.com/person/adeel-javaid,4,https://www.crunchbase.com/search/people/field/organization.companies/num_founders/oneidgroup,",,,",Internet Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/internet-services,Other,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/1718a583-5105-47e5-b3b0-16c2e3dca322,Transportation,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/transportation-adc3,Travel and Tourism,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/travel-and-tourism,"$83,000 ","$83,000 ",Seed,"$37,000 ",Seed,"$37,000 ",22-Nov-21,Seed,3,",,,",1,4,�,�,�,�,,
https://www.crunchbase.com/organization/malaeb,Malaeb,Apps,Sitrah,Sitrah,Malaeb is community app for football players that allows you to join matches and book fields.,"60,169",�,Active,15-May-16,�,�,For Profit,Malaeb is community app for football players that allows you to join matches and book fields.,�,hello@malaebapp.com,https://in.linkedin.com/company/malaeb,https://www.facebook.com/malaebapp/,https://twitter.com/malaebapp,http://www.malaebapp.com/,�,�,�,Nov-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/malaeb,",",Ahmed AlRawi,https://www.crunchbase.com/person/ahmed-alrawi,2,https://www.crunchbase.com/search/people/field/organization.companies/num_founders/malaeb,",,",Apps,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/apps-2683,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6,Sports,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/sports-8f4d,,,"$600,000 ","$600,000 ",Seed,�,Seed,�,18-Jun-18,Seed,2,",,,",1,4,�,�,,,,
https://www.crunchbase.com/organization/khaleeji-commercial-bank,Khaleeji Commercial Bank,Accounting,Manama,Al Manamah,Khaleeji Commercial Bank is a commercial bank institution and financial services handler.,"68,769",$10M to $50M,Active,24-Nov-04,�,�,For Profit,"Khaleeji Commercial Bank is known to be one of the leading Islamic banks in the Kingdom of Bahrain. Established in 2004, the bank has gained a well-acclaimed reputation in the field of Islamic banking. With the loyal trust of our shareholders, investors and the increasing number of clients, Khaleeji Commercial Bank has achieved key milestones over the years, thus personifying our identity in providing a better tomorrow. Completely Shari�a compliant, Khaleeji Commercial Bank strives to create an ideal banking experience, by offering a wide range of comprehensive financial and banking products and services that cater to the requirements of both the corporate and individual sectors.",+973 1754 0054,�,,https://www.facebook.com/130366470373708,https://www.twitter.com/khcbonline,http://www.khcbonline.com/,�,�,�,501-1000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/khaleeji-commercial-bank,�,,,�,,",,,",Financial Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6,Lending and Investments,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/lending-and-investments,Other,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/1718a583-5105-47e5-b3b0-16c2e3dca322,Professional Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/professional-services-abe5,"$25,000,000 ","$25,000,000 ",Undisclosed,"$25,000,000 ",Undisclosed,"$25,000,000 ",25-Dec-16,�,1,�,�,�,�,�,,,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000,�
https://www.crunchbase.com/organization/tamarran,Tamarran,Apps,Manama,Al Manamah,Tamarran is a Sportech startup in GCC that offers a fast trending sport management software and booking app for the gyms and studios.,"73,234",�,Active,17-Oct-17,�,�,For Profit,"Tamarran is the GCC's fastest trending and home-grown gym management software and booking app that is used by sports gyms, fitness studios, sport academies, personal trainers, and recreational centers to manage and promote their businesses in a better way using a cloud-based management software that is accessible via a mobile app and a website. The platform comes in Arabic and English. More details about the gym management software can be found via: https://tamarran.com/en/business

The company is currently based in Bahrain and has recently started its expansion in KSA, UAE, and Kuwait with more than 200 venues in less than a year. Tamarran is raising funds to help in accessing GCC markets faster starting from KSA. Tamarran is striving to have the first mover advantage in the $4 billion sports and fitness market in this part of the world. The vision of this company is to become the MENA�s biggest sport community platform. A one-stop-shop for sports that connects the sport enthusiasts and service providers with each other and help them exercise, socialize and compete with each other using technology.

Tamarran is solving two important problems in this field. Firstly, it is very difficult for people to explore different sport options. It is also hard to find, compare and access the suitable sport facility, activity or personal trainer due to the scattered sources and lack of credible information. On the other side, the sport centers struggle a lot in running their businesses due to the absence of technological solutions as most of them either use manual systems, very old or very expensive solutions. Tamarran is solving these two problems by introducing one platform that connects everything together and enable people find and book a wide range of sport facilities, recreational activities and events in a fast manner while helping gym and studio owners better manage their businesses using a mobile app.",-36020149,ali.zayer@tamarran.com,https://www.linkedin.com/company/tamarran/,https://www.facebook.com/tamarran.online,https://www.twitter.com/tamarran.online,https://www.tamarran.com/,�,�,�,Nov-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/tamarran,",",Ali Zayer,https://www.crunchbase.com/person/ali-zayer,2,https://www.crunchbase.com/search/people/field/organization.companies/num_founders/tamarran,",,",Apps,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/apps-2683,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6,Sports,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/sports-8f4d,,,"$222,885 ","$222,885 ",Seed,"$125,000 ",Seed,"$125,000 ",1-Nov-21,Seed,3,",,",1,3,�,�,,,,
https://www.crunchbase.com/organization/doctori,Doctori,Apps,Manama,Al Manamah,Doctori is a NHRA licensed telemedicine application that connects board certified doctors with patients through video calls.,"81,729",$1M to $10M,Active,1-Jan-19,�,�,For Profit,DOCTORI Online Services W.L.L. is licensed by the NHRA to host this service. All Doctors on DOCTORI are verified by the NHRA. Terms and conditions Apply.,+973 35000021,�,https://www.linkedin.com/company/doctori-online-services-w-l-l/,,,https://doctoriapp.com/,�,�,�,10-Jan,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/doctori,,Ahmed W Mahmood,https://www.crunchbase.com/person/ahmed-w-mahmood,1,https://www.crunchbase.com/search/people/field/organization.companies/num_founders/doctori,",,",Apps,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/apps-2683,Health Care,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/health-care-a53c,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6,,,"$100,000 ","$100,000 ",Pre-Seed,"$100,000 ",Pre-Seed,"$100,000 ",24-Nov-19,Seed,1,,1,1,�,�,�,�,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,
https://www.crunchbase.com/organization/wafiapps-com,WafiApps.com,E-Commerce,Manama,Al Manamah,Online Multivendor Marketplace,"82,893",�,Active,16-Dec-16,�,�,For Profit,WafiApps.com is Bahrain's leading Multivendor e-commerce platform connecting local brand owners to consumers.,97338383007,pramod@wafiapps.com,https://www.linkedin.com/company/wafiapps-com/,https://www.facebook.com/wafiapps,https://twitter.com/wafiapps,https://www.wafiapps.com/,�,�,�,Nov-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/wafiapps-com,",,",Hanan Janahi,https://www.crunchbase.com/person/hanan-janahi,3,https://www.crunchbase.com/search/people/field/organization.companies/num_founders/wafiapps-com,",,,,",Apps,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/apps-2683,Commerce and Shopping,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/commerce-and-shopping,Internet Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/internet-services,Mobile,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/mobile-ec09,"$1,000,000 ","$1,000,000 ",Pre-Seed,"$1,000,000 ",Pre-Seed,"$1,000,000 ",16-Dec-16,Seed,1,�,�,�,�,�,,,,
https://www.crunchbase.com/organization/taajer,Taajer,B2B,Manama,Al Manamah,Taajer is a B2B foodservice marketplace.,"99,669",�,Active,20-Apr-21,�,�,For Profit,"Taajer offers a buy now, pay later option to HORECA businesses and makes operations less time-consuming for SME owners and chefs. Their request for quotation is built with the highest quality standards, specifically for the foodservice industry.",+973 32320632,info@taajer.net,https://www.linkedin.com/company/taajernet,https://facebook.com/taajernet,https://twitter.com/taajernet,https://taajer.net/,�,�,�,10-Jan,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/taajer,,Omar Munawer,https://www.crunchbase.com/person/omar-almunawer,1,https://www.crunchbase.com/search/people/field/organization.companies/num_founders/taajer,",",Commerce and Shopping,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/commerce-and-shopping,Other,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/1718a583-5105-47e5-b3b0-16c2e3dca322,,,,,"$32,000 ","$32,000 ",Pre-Seed,"$32,000 ",Pre-Seed,"$32,000 ",20-Apr-21,Seed,1,",",1,2,�,�,,,,
https://www.crunchbase.com/organization/dallaspresso,Dallaspresso,Coffee,Manama,Al Manamah,Dallaspresso is a provider coffee capsules.,"112,292",�,Active,�,�,�,For Profit,Dallaspresso is a provider of coffee capsules.,+973 3888 9069,Sales@dallaspresso.bh,,https://www.facebook.com/dallaspressobh/,https://twitter.com/dallaspressobh,https://dallaspresso.bh/,�,�,�,�,,�,,,�,,,Food and Beverage,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/food-and-beverage-5f1e,,,,,,,"$212,000 ","$212,000 ",Seed,"$212,000 ",Seed,"$212,000 ",13-Feb-22,Seed,1,,1,1,�,�,,,,�
https://www.crunchbase.com/organization/springring,Springring,EdTech,Manama,Al Manamah,"School Communication Management Platform bringing school administrators, teachers, parents and students together onto one Platform.","114,829",�,Active,28-Apr-18,�,�,For Profit,"Springring, an EdTech company, offers cloud-based mobile-first School Communication Management Platform that brings school administrators, teachers, parents and students together onto one Platform, making school communication efficient, transparent and effortless for all stakeholders. Through both Web and Mobile applications, it connects not only all the stakeholders but brings in all other EdTech products employed by schools into one unified hub of communication.",97333640066,info@myspringring.com,https://www.linkedin.com/company/springring,https://business.facebook.com/myspringring/,https://twitter.com/myspringring,http://myspringring.com/,�,�,�,10-Jan,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/springring,",",Jawad Sadiq,https://www.crunchbase.com/person/jawad-sadiq,2,https://www.crunchbase.com/search/people/field/organization.companies/num_founders/springring,",",Education,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/education-c9b5,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6,,,,,"$232,000 ","$232,000 ",Seed,"$32,000 ",Seed,"$32,000 ",2-Mar-19,Seed,2,�,�,�,�,�,,,,
